incident_id,department_id,reported_by_doctor_id,reported_by_nurse_id,incident_type,severity,incident_date,incident_time,description,action_taken,status
INC04032,DEP004,DOC0082,NUR0242,Laboratory Error,Low,2024-09-27,23:59:14,Necessitatibus nulla provident provident odio nesciunt. Suscipit cumque dolorum reiciendis.,Cum voluptates dolore adipisci neque fugiat perspiciatis dolore id.,Open
INC04033,DEP001,DOC0084,NUR0064,Patient Fall,Low,2025-02-20,20:04:15,Tenetur veritatis tenetur dolorem.,Corporis placeat quaerat natus corrupti excepturi optio.,Resolved
INC04034,DEP002,DOC0041,NUR0077,Wrong Patient Identification,Critical,2026-05-08,16:30:46,Impedit ab cum reiciendis repudiandae quidem expedita. Laborum ipsa commodi sit.,Laboriosam quam eveniet pariatur tempore voluptates necessitatibus atque dolorem.,Closed
INC04035,DEP006,DOC0049,NUR0068,Needle Stick Injury,Medium,2026-04-21,19:12:54,Nam facilis libero. Dolor atque expedita veniam.,Consequuntur laboriosam tempora voluptates nisi aspernatur doloremque delectus et.,Under Investigation
INC04036,DEP003,DOC0046,NUR0011,Medication Error,High,2026-06-09,11:50:39,Delectus asperiores fugiat placeat. Eius quas nemo cupiditate eos deleniti eius.,Quae velit ipsam eaque amet sint.,Under Investigation
INC04037,DEP003,DOC0017,NUR0016,Delay in Treatment,High,2025-02-17,08:51:05,Vel maxime repudiandae quibusdam cumque asperiores. Molestiae praesentium corporis voluptatem in facilis.,Iste incidunt harum itaque consequuntur.,Resolved
INC04038,DEP009,DOC0099,NUR0234,Data Privacy Incident,High,2025-09-02,20:47:26,Illo natus a unde quibusdam.,Perferendis odit reprehenderit totam amet omnis.,Under Investigation
INC04039,DEP005,DOC0096,NUR0194,Delay in Treatment,High,2026-02-17,18:15:00,Voluptatem voluptatum autem.,Adipisci aliquam dignissimos officiis ad repellat optio minima cum voluptatem.,Resolved
INC04040,DEP003,DOC0087,NUR0213,Patient Complaint,High,2026-03-31,15:03:06,Dolores aspernatur sapiente sequi aperiam ea exercitationem. Animi minus deserunt optio dolor et eius.,Cupiditate officia quasi perferendis repellat corrupti rerum nam.,Open
INC04041,DEP008,DOC0022,NUR0028,Medication Error,Medium,2026-02-06,15:39:35,Quae ullam dolores illo voluptates inventore facilis. Voluptatum quibusdam culpa cumque.,Numquam quod cupiditate vero rerum sunt ipsam consequatur.,Closed
INC04042,DEP004,DOC0012,NUR0132,Data Privacy Incident,Medium,2026-06-15,16:11:41,Ipsum voluptatibus exercitationem deserunt illum facilis.,Mollitia optio delectus provident laudantium ad quia deleniti.,Resolved
INC04043,DEP009,DOC0052,NUR0216,Patient Fall,Low,2025-09-28,09:19:31,Minus vero facilis numquam quae.,Earum sit quam reprehenderit eligendi nesciunt ad.,Open
INC04044,DEP004,DOC0004,NUR0132,Patient Fall,Medium,2024-09-01,20:52:25,Est ipsum sit quasi odio.,At ipsum omnis commodi dolores.,Open
INC04045,DEP001,DOC0089,NUR0110,Wrong Patient Identification,Critical,2026-05-25,19:30:35,Ut hic accusamus omnis dolores rem mollitia itaque.,Expedita voluptate accusantium sed corporis similique alias recusandae dignissimos facere.,Under Investigation
INC04046,DEP005,DOC0008,NUR0248,Medication Error,High,2025-12-01,19:13:25,Esse vel perferendis pariatur saepe ad.,Tenetur voluptate distinctio qui debitis soluta voluptatem est voluptatibus minus.,Under Investigation
INC04047,DEP007,DOC0037,NUR0191,Patient Fall,Low,2026-02-12,21:47:01,Incidunt ullam dolorum non. Minus aliquid soluta aperiam nisi.,Assumenda voluptate iste sint deserunt eveniet.,Under Investigation
INC04048,DEP010,DOC0097,NUR0200,Equipment Failure,Critical,2024-07-10,13:03:04,Animi vitae optio assumenda minima labore. Ullam quasi quaerat nihil atque vitae maxime id.,Ab earum repellendus consectetur eligendi.,Resolved
INC04049,DEP007,DOC0086,NUR0088,Fire Safety Incident,Critical,2026-04-19,05:39:57,At quibusdam reiciendis dolore perspiciatis inventore id.,Quis perferendis perspiciatis repellendus similique officia veritatis ex.,Open
INC04050,DEP002,DOC0085,NUR0225,Patient Complaint,Critical,2026-01-13,04:38:40,Ipsa reprehenderit quis blanditiis. Autem odio mollitia ipsam ut.,Blanditiis ipsam reprehenderit voluptatibus recusandae necessitatibus.,Resolved
INC04051,DEP003,DOC0060,NUR0038,Delay in Treatment,Critical,2025-07-25,04:02:04,Nulla illo illo voluptate cumque.,Saepe voluptas maxime odit corporis.,Under Investigation
INC04052,DEP007,DOC0043,NUR0002,Equipment Failure,Medium,2025-05-05,19:24:34,Qui ad eius consectetur vitae.,Libero sit quod harum repellat sit recusandae explicabo.,Closed
INC04053,DEP004,DOC0035,NUR0169,Patient Fall,Medium,2025-06-04,13:45:05,Eveniet quasi iusto praesentium ex.,Libero quisquam nobis eligendi ex incidunt excepturi ipsa sapiente perferendis.,Resolved
INC04054,DEP006,DOC0030,NUR0073,Equipment Failure,Low,2026-06-12,06:53:14,Enim natus voluptatum nemo tenetur laborum. Debitis ab totam nostrum eum laudantium odit.,Vel porro vitae cumque deserunt tempore voluptates.,Closed
INC04055,DEP009,DOC0099,NUR0010,Equipment Failure,Low,2026-05-26,15:36:12,Dolor quaerat fuga. Eos at distinctio impedit nulla inventore maiores eius.,Voluptatibus aspernatur vero accusantium omnis officiis eius excepturi.,Under Investigation
INC04056,DEP004,DOC0065,NUR0132,Patient Fall,Medium,2025-08-14,07:45:17,Exercitationem enim ducimus suscipit corporis.,Earum perferendis iusto ipsam neque itaque corporis.,Resolved
INC04057,DEP007,DOC0077,NUR0062,Medication Error,Critical,2025-12-09,05:08:34,Nam molestias explicabo aliquid odit fugit. Odit non architecto ratione mollitia occaecati.,Reiciendis doloribus distinctio officia sunt vel quo aut.,Under Investigation
INC04058,DEP002,DOC0063,NUR0005,Delay in Treatment,High,2025-04-27,11:40:15,Neque veritatis facilis aperiam quos est. Pariatur deleniti pariatur autem nulla quia laudantium beatae.,Fugiat adipisci maxime consectetur modi.,Closed
INC04059,DEP006,DOC0049,NUR0040,Data Privacy Incident,Low,2025-03-15,11:43:55,Delectus autem unde ducimus. Autem eligendi optio eum reprehenderit.,Ex aliquam corporis reprehenderit quaerat perspiciatis sed ea.,Under Investigation
INC04060,DEP004,DOC0082,NUR0003,Delay in Treatment,Low,2025-09-14,01:34:09,Maiores nesciunt at. Nobis unde consectetur atque natus illum laboriosam.,Sequi facere reprehenderit esse unde.,Open
INC04061,DEP001,DOC0061,NUR0064,Laboratory Error,Medium,2025-10-09,06:52:03,Nesciunt animi iusto vel accusamus omnis iusto. Deleniti voluptate ad magnam rem voluptatibus.,Quam doloribus facilis est eveniet placeat reiciendis repudiandae corporis laboriosam.,Closed
INC04062,DEP009,DOC0088,NUR0178,Patient Fall,Critical,2025-02-17,03:14:28,Delectus reprehenderit nulla et. Numquam vero nisi ea suscipit velit.,Nobis ab provident incidunt quae molestiae impedit nesciunt.,Resolved
INC04063,DEP001,DOC0061,NUR0164,Patient Complaint,Medium,2026-03-03,15:03:13,Doloremque dolorum ipsam maiores quos facilis.,Aspernatur amet quibusdam quod nam cumque eius voluptates temporibus animi.,Resolved
INC04064,DEP002,DOC0058,NUR0094,Wrong Patient Identification,Low,2024-12-12,19:57:50,Occaecati tenetur consectetur provident nesciunt unde recusandae.,Ullam quibusdam atque reprehenderit eos explicabo deleniti nulla inventore.,Under Investigation
INC04065,DEP003,DOC0087,NUR0103,Patient Fall,High,2025-09-11,02:18:31,Rem pariatur ut ullam molestiae tempore itaque. Beatae quas dignissimos nobis.,Iste possimus incidunt ipsam asperiores unde.,Resolved
INC04066,DEP004,DOC0012,NUR0144,Wrong Patient Identification,High,2025-07-20,10:12:03,Sunt fuga cupiditate neque.,Tempore ut delectus tenetur incidunt.,Resolved
INC04067,DEP008,DOC0023,NUR0193,Patient Fall,Critical,2025-07-31,18:07:51,Debitis quidem deserunt accusantium nesciunt voluptates. Exercitationem error quo recusandae voluptatibus.,Rerum modi sint dolore pariatur nobis temporibus.,Under Investigation
INC04068,DEP001,DOC0081,NUR0115,Patient Fall,Critical,2024-11-18,04:50:23,Commodi itaque alias deleniti molestiae aperiam perferendis.,Ullam laboriosam corrupti doloremque.,Open
INC04069,DEP002,DOC0073,NUR0094,Patient Fall,Medium,2025-09-07,06:06:14,Quam ex est. Saepe adipisci suscipit molestias.,Qui pariatur tempora impedit reiciendis rerum.,Resolved
INC04070,DEP007,DOC0072,NUR0173,Delay in Treatment,High,2025-07-06,10:20:10,Libero vel rem fuga. Asperiores recusandae mollitia velit eaque quidem.,Expedita maiores repellendus commodi maxime.,Closed
INC04071,DEP010,DOC0093,NUR0029,Fire Safety Incident,Medium,2026-02-01,05:49:24,Corporis facere enim rem minus expedita temporibus.,Consequuntur quia quasi maxime qui.,Open
INC04072,DEP008,DOC0022,NUR0193,Delay in Treatment,Critical,2026-04-14,05:50:26,Inventore nihil molestias.,Aperiam consequuntur recusandae facilis aspernatur.,Closed
INC04073,DEP001,DOC0081,NUR0083,Fire Safety Incident,Critical,2025-07-17,11:21:33,Enim expedita alias maiores. Modi consequatur dicta eum sint magni.,Mollitia repellat perferendis officiis qui id in architecto tempore beatae.,Closed
INC04074,DEP001,DOC0081,NUR0045,Medication Error,High,2026-02-14,05:34:54,Adipisci non rerum possimus debitis excepturi.,Excepturi delectus quis perspiciatis repellendus quo illum quod quis quam.,Open
INC04075,DEP007,DOC0077,NUR0033,Data Privacy Incident,Medium,2025-03-18,19:14:39,Sequi nesciunt quam repellat.,Perferendis fuga repudiandae laboriosam in maiores aspernatur nulla dicta repellendus.,Closed
INC04076,DEP003,DOC0078,NUR0133,Equipment Failure,Critical,2025-03-24,05:50:27,Maxime voluptatum adipisci esse expedita ab iusto. Maxime voluptates at neque.,Natus molestiae repellat at ea id atque ut fugiat consequatur.,Closed
INC04077,DEP005,DOC0096,NUR0065,Delay in Treatment,High,2025-11-18,09:48:19,Delectus pariatur ut nemo natus. Iste dolorum aspernatur suscipit sed incidunt perferendis dolorum.,Explicabo est labore libero vitae deserunt maxime beatae.,Open
INC04078,DEP001,DOC0061,NUR0221,Fire Safety Incident,Low,2025-02-23,09:14:38,Dicta dolores omnis incidunt odio ullam. Saepe commodi illo quos.,Illo iste veritatis aperiam quam soluta dolorum temporibus aspernatur cupiditate.,Closed
INC04079,DEP010,DOC0032,NUR0041,Laboratory Error,Critical,2024-12-01,18:03:36,Id eos necessitatibus quasi. Pariatur temporibus dignissimos recusandae commodi blanditiis.,Eius ipsum nulla libero eaque accusamus possimus accusantium totam.,Under Investigation
INC04080,DEP005,DOC0048,NUR0098,Delay in Treatment,Low,2025-07-23,14:59:40,Error qui voluptate exercitationem beatae.,Libero numquam amet perspiciatis nihil placeat consectetur.,Closed
INC04081,DEP009,DOC0099,NUR0204,Needle Stick Injury,High,2025-08-15,19:21:25,Nisi dicta ipsa architecto aliquid. Officiis porro blanditiis neque commodi explicabo ipsam.,Eos quis sed voluptate optio deleniti ea.,Under Investigation
INC04082,DEP001,DOC0061,NUR0126,Patient Fall,Low,2025-10-22,11:13:33,Quae magni magnam enim nobis soluta.,Temporibus magni cupiditate iure illum totam.,Open
INC04083,DEP010,DOC0027,NUR0161,Patient Complaint,Low,2026-01-28,02:41:09,Consectetur enim tempora quaerat veritatis. Deleniti atque maxime aperiam dolore ea asperiores.,Quis possimus dicta neque aspernatur quae corrupti laborum vero cum.,Under Investigation
INC04084,DEP005,DOC0068,NUR0237,Laboratory Error,High,2024-09-11,13:47:38,Omnis reiciendis rem est minus magnam repellendus.,Aliquam odio modi aperiam impedit est suscipit.,Open
INC04085,DEP010,DOC0071,NUR0150,Data Privacy Incident,Low,2025-12-15,18:01:20,Pariatur suscipit odio eaque.,Consequuntur eaque repudiandae labore itaque aliquam quas rerum.,Open
INC04086,DEP006,DOC0054,NUR0159,Delay in Treatment,Low,2025-02-09,11:28:26,Modi assumenda atque fugiat. Ratione deleniti quidem ullam amet ipsum numquam.,Aut ducimus tenetur vero architecto praesentium delectus voluptates natus.,Open
INC04087,DEP004,DOC0035,NUR0118,Laboratory Error,High,2026-05-21,19:05:20,Molestiae esse eveniet tenetur. Animi quidem reiciendis facilis unde.,Officia voluptas perspiciatis atque quo dicta excepturi ratione perspiciatis beatae optio.,Resolved
INC04088,DEP001,DOC0061,NUR0148,Equipment Failure,High,2025-05-27,01:27:26,Rerum aliquam voluptate nesciunt ratione laboriosam numquam. Natus sit necessitatibus aliquid pariatur eos eos.,Fuga molestias voluptates fugiat accusamus fuga dolorum tempora.,Open
INC04089,DEP002,DOC0073,NUR0080,Patient Complaint,Critical,2024-10-01,10:07:29,Nihil labore consequuntur.,Praesentium accusantium laudantium perferendis dolorum itaque reprehenderit deleniti iste necessitatibus.,Under Investigation
INC04090,DEP003,DOC0046,NUR0095,Fire Safety Incident,Critical,2025-04-07,06:33:49,In iure nihil. Tempora quae suscipit magni laboriosam nisi.,Recusandae facere perferendis magnam accusantium ut nesciunt perferendis accusantium fugiat.,Closed
INC04091,DEP001,DOC0089,NUR0221,Data Privacy Incident,Medium,2024-11-16,21:15:20,Et autem ipsa omnis alias cupiditate placeat voluptas.,Enim repellat dolores eligendi nihil.,Closed
INC04092,DEP008,DOC0042,NUR0170,Patient Complaint,High,2024-11-15,12:26:25,Eius cumque possimus sit perferendis nesciunt quisquam. Dignissimos fuga totam eius.,Esse explicabo sequi ipsum mollitia quae quis.,Closed
INC04093,DEP004,DOC0056,NUR0189,Medication Error,Medium,2024-12-30,01:24:54,Delectus explicabo architecto. Explicabo quaerat rem nostrum maxime temporibus.,Possimus laudantium pariatur quisquam.,Under Investigation
INC04094,DEP009,DOC0029,NUR0051,Needle Stick Injury,Critical,2026-05-23,02:13:15,Impedit autem laboriosam unde esse culpa. Atque doloribus cumque porro ducimus velit.,Dolorem necessitatibus similique commodi vero facilis molestias.,Closed
INC04095,DEP008,DOC0042,NUR0028,Data Privacy Incident,Low,2025-08-05,00:08:35,Aspernatur eveniet distinctio temporibus repudiandae. Distinctio suscipit reprehenderit ratione minus sit non sint.,Beatae ipsum nobis facilis hic animi.,Closed
INC04096,DEP006,DOC0054,NUR0151,Needle Stick Injury,High,2025-01-30,11:58:08,Eligendi maxime ipsa impedit consequatur eveniet atque.,Nam laborum soluta asperiores tempora quae quasi fuga sint.,Under Investigation
INC04097,DEP006,DOC0028,NUR0068,Delay in Treatment,High,2026-03-09,23:37:34,Rem corporis consectetur quidem tempora. Fugit dolor iure nemo enim.,Atque officia reiciendis maxime eos veritatis in.,Open
INC04098,DEP001,DOC0061,NUR0045,Fire Safety Incident,High,2026-04-22,22:33:14,Repellendus ipsa quo distinctio eligendi explicabo.,Necessitatibus ex natus qui illum.,Open
INC04099,DEP008,DOC0042,NUR0112,Patient Complaint,Low,2025-08-22,07:19:04,Mollitia illum id aperiam. Quibusdam sunt cumque esse fugiat.,Voluptate est doloremque vel eaque unde praesentium repellat.,Resolved
INC04100,DEP010,DOC0055,NUR0018,Equipment Failure,Medium,2025-04-23,09:11:19,Molestiae ex fuga eos possimus.,Quis unde sapiente mollitia hic occaecati veniam ipsum.,Resolved
INC04101,DEP005,DOC0048,NUR0098,Needle Stick Injury,High,2024-07-14,01:57:45,Accusamus iste autem doloremque.,Sint laborum doloremque sed.,Closed
INC04102,DEP010,DOC0069,NUR0032,Patient Complaint,High,2026-04-23,20:44:33,Ipsam sunt saepe provident molestiae incidunt.,Voluptas sit dolor nam sapiente.,Closed
INC04103,DEP009,DOC0007,NUR0057,Data Privacy Incident,High,2025-06-08,01:43:11,Fugit nemo hic laborum voluptas voluptate. Nemo quod minima quam voluptatem aliquid ad.,Repudiandae nemo suscipit nostrum ex placeat qui.,Resolved
INC04104,DEP004,DOC0002,NUR0203,Equipment Failure,Critical,2025-12-17,10:25:51,Sed odit facere. Cumque veritatis magnam iste voluptatibus dolore.,Esse cumque perspiciatis esse ipsa suscipit dignissimos dolore odio veniam.,Open
INC04105,DEP009,DOC0029,NUR0021,Equipment Failure,Medium,2026-03-28,08:13:19,Temporibus explicabo fugiat. Ut natus deleniti.,Tenetur tempore velit deleniti laborum voluptates iste amet dolor voluptas.,Resolved
INC04106,DEP008,DOC0020,NUR0162,Patient Fall,High,2026-03-10,18:18:51,Sunt ducimus dignissimos. Et inventore inventore dolore suscipit iure eum.,Maxime id fuga aperiam perspiciatis quod culpa sed eum eveniet iste.,Under Investigation
INC04107,DEP003,DOC0059,NUR0238,Laboratory Error,Medium,2024-09-11,19:03:43,Labore quibusdam aut veritatis. Pariatur ut iure eos.,Quisquam accusamus cupiditate minima magni libero doloremque eos ipsum.,Closed
INC04108,DEP010,DOC0093,NUR0122,Medication Error,High,2025-05-09,09:21:08,Sit consequatur magnam pariatur.,Molestias saepe repellendus deserunt doloremque sequi commodi assumenda.,Under Investigation
INC04109,DEP005,DOC0067,NUR0127,Patient Complaint,Critical,2025-10-11,14:19:28,A laboriosam mollitia maiores earum.,Ab fugiat impedit voluptatibus accusamus alias nisi unde.,Resolved
INC04110,DEP001,DOC0061,NUR0045,Patient Complaint,High,2025-01-28,18:44:11,Nisi optio at ipsa. Consequatur nisi molestiae mollitia.,Exercitationem sapiente nostrum nostrum non molestiae reiciendis provident.,Under Investigation
INC04111,DEP008,DOC0020,NUR0167,Delay in Treatment,Low,2025-03-31,14:14:08,Cumque minima repellendus aperiam reprehenderit quisquam.,Eius asperiores consequuntur deleniti quidem.,Open
INC04112,DEP001,DOC0081,NUR0212,Laboratory Error,Low,2025-03-02,05:30:37,Repudiandae saepe aperiam veniam at aperiam.,Reiciendis pariatur maxime maiores doloribus assumenda excepturi sunt quos suscipit.,Resolved
INC04113,DEP004,DOC0035,NUR0144,Delay in Treatment,Critical,2025-05-08,04:36:25,Id aliquid debitis.,Saepe architecto nisi distinctio ullam dolorem harum.,Closed
INC04114,DEP003,DOC0060,NUR0184,Equipment Failure,Medium,2024-11-17,06:08:51,Laudantium vel architecto nesciunt omnis. Reprehenderit iusto et incidunt.,Molestias officiis odio maiores maiores explicabo.,Under Investigation
INC04115,DEP005,DOC0048,NUR0093,Equipment Failure,Medium,2025-01-25,00:09:31,Impedit similique accusamus mollitia. Adipisci eius accusantium quo nemo perferendis.,Accusantium dolor assumenda magnam.,Closed
INC04116,DEP006,DOC0010,NUR0230,Patient Complaint,Low,2025-08-06,11:07:44,Molestias repudiandae saepe fugit eum quia.,Magnam aut corrupti temporibus amet cum pariatur reiciendis doloremque eaque.,Open
INC04117,DEP007,DOC0043,NUR0100,Medication Error,Medium,2025-09-09,17:37:38,Minus iusto assumenda placeat temporibus molestiae ut.,Laboriosam nisi dolorum laudantium officiis non incidunt cupiditate.,Open
INC04118,DEP005,DOC0096,NUR0055,Data Privacy Incident,Low,2025-10-26,10:52:25,Explicabo laboriosam saepe cumque voluptas esse eligendi. Cumque optio voluptatum placeat quidem.,Officia perspiciatis ipsa eligendi minima sapiente.,Resolved
